location_stand,banking,bike_stands,available_bike_stands,available_bikes,longitude,latitude,holiday,workingday,weather,Season,temp,humidity,windspeed,casual,registered,count,date_time
Percy Place (opposite Investment house),TRUE,40,17,23,53.335487, -6.242767,0,0,1,2,20.5,42,12.998,13,70,83,02-08-2020 23:00
Percy Place (opposite Investment house),FALSE,40,30,10,53.335487, -6.242767,0,0,2,2,18.04,72,22.0028,12,60,72,03-08-2020 00:00
Chancery Lane (Outside Plus Architecture),FALSE,40,33,7,53.341102, -6.268772,0,0,2,2,17.22,77,19.9995,16,47,63,03-08-2020 01:00
Seville Place (Jct with Coburg Place),FALSE,20,12,8,53.353055, -6.244337,0,0,2,2,18.04,77,19.9995,10,34,44,03-08-2020 02:00
Hatch Street Upper (Outside Eversheds),TRUE,30,16,14,53.333891, -6.257983,0,0,2,2,17.22,77,23.9994,11,41,52,03-08-2020 03:00
Pearse Street (Outside Aras An Phiarsaigh),TRUE,30,30,0,53.345087,-6.2547123,0,0,2,2,17.22,77,19.0012,12,27,39,03-08-2020 04:00
Eblana Villas (Jct with Grand Canal Street Lower),FALSE,32,31,1,53.340457,-6.243109,0,0,2,2,16.4,82,19.0012,5,27,32,03-08-2020 05:00
Hatch Street Upper (Outside Hardwicke House),FALSE,40,29,11,53.333835,-6.2598105,0,0,2,2,17.22,82,19.9995,2,9,11,03-08-2020 06:00
Blackhall Place (outside Spar),FALSE,30,25,5,53.34707291,-6.282331844,0,0,2,2,17.22,88,23.9994,0,3,3,03-08-2020 07:00
Fassaugh Avenue (Outside NCBI),TRUE,30,12,18,53.366893,-6.292718,0,0,2,2,17.22,94,23.9994,1,1,2,03-08-2020 08:00
Anglesea Road (Jct Merrion Road),FALSE,40,25,15,53.328537,-6.23059,0,0,3,2,17.22,100,30.0026,0,5,5,03-08-2020 09:00
Anglesea Road (Jct Merrion Road),FALSE,20,7,13,53.328424,-6.230617,0,0,2,2,16.4,100,19.9995,1,8,9,03-08-2020 10:00
Hatch Street Upper (Outside One Place Park),TRUE,40,40,0,53.33397937,-6.261724242,0,0,2,2,17.22,100,19.0012,4,18,22,03-08-2020 11:00
Richmond Road (Jct with Richmond Avenue),FALSE,30,30,0,53.363278,-6.243744,0,0,2,2,17.22,100,19.9995,4,27,31,03-08-2020 12:00
Mountjoy Square North (Jct with MJS East),TRUE,30,14,16,53.357415,-6.257314,0,0,2,2,17.22,100,15.0013,18,44,62,03-08-2020 13:00
Clontarf Road (Jct with Dollymount Park),FALSE,40,37,3,53.362822,-6.178398,0,0,2,2,18.86,94,22.0028,10,69,79,03-08-2020 14:00
Cullenswood Park ( Jct with Ranelagh Road),FALSE,30,5,25,53.323646,-6.250202,0,0,2,2,18.86,94,23.9994,22,83,105,03-08-2020 15:00
N1 Ramp Road (Just off Ellenfield Park),TRUE,40,39,1,53.387103,-6.242104,0,0,3,2,18.04,100,15.0013,12,27,39,03-08-2020 16:00
Lorcan Avenue (Outside Kilmardinny Inn),FALSE,30,22,8,53.391242,-6.234954,0,0,3,2,18.04,100,15.0013,3,4,7,03-08-2020 17:00
Morehampton Road (Jct with Herbert Park),TRUE,38,10,28,53.324841,-6.240554,0,0,3,2,14.76,100,19.0012,3,8,11,03-08-2020 18:00
Walkinstown Road (Carprk opposite Halfway house),FALSE,30,9,21,53.323811,-6.327954,0,0,3,2,13.94,100,19.9995,2,23,25,03-08-2020 19:00
Mellows Road (Outside Community Center),FALSE,40,40,0,53.39013,-6.311036,0,0,3,2,13.12,100,23.9994,0,23,23,03-08-2020 20:00
Fassaugh Avenue (Cabra House Pub),FALSE,30,27,3,53.367375,-6.298704,0,0,3,2,12.3,100,32.9975,0,11,11,03-08-2020 21:00
Fassaugh Avenue (outside spar & Centra),FALSE,20,19,1,53.367392,-6.299124,0,0,3,2,11.48,100,27.9993,3,8,11,03-08-2020 22:00
Hatch Street Upper (Outside Three Park Place),FALSE,30,13,17,53.33391504,-6.260607446,0,0,3,2,9.84,93,40.9973,1,6,7,03-08-2020 23:00
Eamoon Ceannt Park (Clogher Rd/Rutland Rd) Sundrive Pavillion,TRUE,21,17,4,53.325842,-6.289827,0,1,1,2,4.92,68,0,2,156,158,04-08-2020 00:00
Holyrood Park (Jct with Sandymount Ave),TRUE,29,29,0,53.32797593,-6.220836032,0,1,1,2,5.74,69,8.9981,0,117,117,04-08-2020 01:00
Tara Street (irish Times),FALSE,40,35,5,53.346316,-6.255063,0,1,1,2,7.38,55,12.998,4,40,44,04-08-2020 02:00
Tara Street (irish Times),FALSE,30,0,30,53.34600478,-6.255049903,0,1,1,2,7.38,51,19.0012,6,47,53,04-08-2020 03:00
Maryfield Ave (Ardlea Inn),TRUE,20,17,3,53.386623,-6.211416,0,1,1,2,8.2,44,16.9979,2,59,61,04-08-2020 04:00
Coolock Drive (Mr Price),FALSE,40,1,39,53.393498,-6.203269,0,1,1,2,9.02,37,26.0027,4,73,77,04-08-2020 05:00
Mourne Road (Our Lady of Mercy Secondary School),FALSE,40,1,39,53.331016,-6.319627,0,1,1,2,9.02,41,19.0012,5,59,64,04-08-2020 06:00
St Michaels Estate (opposite Community Sports Centre),FALSE,30,29,1,53.339315,-6.316478,0,1,1,2,9.84,38,11.0014,9,59,68,04-08-2020 07:00
Wellington Street (Delahuntys Bar),FALSE,30,0,30,53.35561866,-6.265913827,0,1,1,2,9.02,41,7.0015,3,87,90,04-08-2020 08:00
Tyreconnell Road (Tesco),TRUE,30,4,26,53.338659,-6.322062,0,1,1,2,9.02,41,11.0014,4,155,159,04-08-2020 09:00
Rathmines Road Upper (Jct with Maxwell Lane),TRUE,20,11,9,53.315996,-6.26526,0,1,1,2,8.2,47,0,5,134,139,04-08-2020 10:00
Angelesea Raod (Brookfield Apartments),FALSE,33,31,2,53.322721,-6.230233,0,1,1,2,6.56,59,6.0032,3,89,92,04-08-2020 11:00
Dolphin Road (Crumlin),FALSE,40,25,15,53.333972,-6.301908,0,1,1,2,7.38,59,0,0,68,68,04-08-2020 12:00
Islandbridge,FALSE,40,39,1,53.34514,-6.308024,0,1,1,2,6.56,69,0,4,48,52,04-08-2020 13:00
Manor Place (Manor Street Jct),FALSE,20,19,1,53.352257,-6.28415,0,1,2,2,6.56,69,0,2,34,36,04-08-2020 14:00
Drumcondra Rd Upper (Outside Insomnia),TRUE,30,27,3,53.368913,-6.254743,0,1,2,2,7.38,55,0,1,26,27,04-08-2020 15:00
Drumcondra Rd Upper ( Home Farm FC),TRUE,30,27,3,53.376327,-6.250063,0,0,1,2,7.38,55,0,3,25,28,04-08-2020 16:00
Swords Road ( Holy Child Church @ railing),FALSE,32,28,4,53.384768,-6.243105,0,0,2,2,6.56,59,6.0032,2,18,20,04-08-2020 17:00
Swords Road (Jct Collins Ave),FALSE,40,38,2,53.382077,-6.244497,0,0,2,2,6.56,59,6.0032,0,12,12,04-08-2020 18:00
Saint Annes Car Park,FALSE,30,30,0,53.373835,-6.175331,0,0,2,2,6.56,59,0,1,7,8,04-08-2020 19:00
Frederick Street North,TRUE,30,13,17,53.355563,-6.2647773,0,0,2,2,6.56,59,0,0,5,5,04-08-2020 20:00
St Josephs Parade (National Training Center),FALSE,40,24,16,53.357288,-6.266006,0,0,1,2,6.56,59,0,0,1,1,04-08-2020 21:00
"Greenlea Road, Terenure",FALSE,20,7,13,53.307368,-6.299807,0,0,1,2,5.74,63,7.0015,1,2,3,04-08-2020 22:00
Ellis Street,TRUE,40,40,0,53.347219,-6.283783,0,0,1,2,5.74,63,0,1,9,10,04-08-2020 23:00
Chancery Lane (Outside Plus Architecture),FALSE,27,20,7,53.341102, -6.268772,0,0,1,2,20.5,39,7.0015,21,49,70,05-08-2020 00:00
Seville Place (Jct with Coburg Place),FALSE,40,1,39,53.353055, -6.244337,0,0,1,2,18.04,67,11.0014,19,37,56,05-08-2020 01:00
Hatch Street Upper (Outside Eversheds),FALSE,30,25,5,53.333891, -6.257983,0,1,1,2,18.86,47,6.0032,15,24,39,05-08-2020 02:00
Pearse Street (Outside Aras An Phiarsaigh),FALSE,40,35,5,53.345087,-6.2547123,0,1,1,2,18.86,47,8.9981,11,8,19,05-08-2020 03:00
Eblana Villas (Jct with Grand Canal Street Lower),TRUE,30,28,2,53.340457,-6.243109,0,1,1,2,17.22,67,7.0015,14,2,16,05-08-2020 04:00
Hatch Street Upper (Outside Hardwicke House),FALSE,20,20,0,53.333835,-6.2598105,0,1,1,2,17.22,62,7.0015,6,1,7,05-08-2020 05:00
Blackhall Place (outside Spar),TRUE,40,38,2,53.34707291,-6.282331844,0,1,1,2,16.4,87,11.0014,2,4,6,05-08-2020 06:00
Fassaugh Avenue (Outside NCBI),FALSE,40,12,28,53.366893,-6.292718,0,1,1,2,16.4,76,6.0032,0,16,16,05-08-2020 07:00
Anglesea Road (Jct Merrion Road),FALSE,36,34,2,53.328537,-6.23059,0,1,1,2,16.4,82,0,3,51,54,05-08-2020 08:00
Anglesea Road (Jct Merrion Road),TRUE,40,29,11,53.328424,-6.230617,0,1,1,2,18.86,63,0,12,156,168,05-08-2020 09:00
Hatch Street Upper (Outside One Place Park),FALSE,40,12,28,53.33397937,-6.261724242,0,1,1,2,18.86,63,0,20,277,297,05-08-2020 10:00
Richmond Road (Jct with Richmond Avenue),FALSE,20,11,9,53.363278,-6.243744,0,1,2,2,20.5,55,7.0015,37,132,169,05-08-2020 11:00
Mountjoy Square North (Jct with MJS East),FALSE,40,16,24,53.357415,-6.257314,0,1,2,2,21.32,55,7.0015,41,68,109,05-08-2020 12:00
Clontarf Road (Jct with Dollymount Park),FALSE,40,40,0,53.362822,-6.178398,0,1,2,2,22.14,52,6.0032,36,87,123,05-08-2020 13:00
Cullenswood Park ( Jct with Ranelagh Road),FALSE,20,20,0,53.323646,-6.250202,0,1,2,2,22.96,49,6.0032,60,124,184,05-08-2020 14:00
N1 Ramp Road (Just off Ellenfield Park),FALSE,30,8,22,53.387103,-6.242104,0,1,2,2,22.96,49,11.0014,41,128,169,05-08-2020 15:00
Lorcan Avenue (Outside Kilmardinny Inn),FALSE,40,25,15,53.391242,-6.234954,0,1,2,2,23.78,49,12.998,49,95,144,05-08-2020 16:00
Morehampton Road (Jct with Herbert Park),TRUE,20,20,0,53.324841,-6.240554,0,1,2,2,24.6,43,12.998,64,112,176,05-08-2020 17:00
Walkinstown Road (Carprk opposite Halfway house),TRUE,40,19,21,53.323811,-6.327954,0,1,1,2,24.6,46,19.0012,40,165,205,05-08-2020 18:00
Mellows Road (Outside Community Center),TRUE,40,40,0,53.39013,-6.311036,0,1,1,2,23.78,49,19.0012,66,362,428,05-08-2020 19:00
Fassaugh Avenue (Cabra House Pub),TRUE,20,7,12,53.367375,-6.298704,0,1,1,2,26.24,31,23.9994,41,321,362,05-08-2020 20:00
Fassaugh Avenue (outside spar & Centra),TRUE,40,35,5,53.367392,-6.299124,0,1,1,2,22.96,46,16.9979,42,244,286,05-08-2020 21:00
Hatch Street Upper (Outside Three Park Place),FALSE,16,16,0,53.33391504,-6.260607446,0,1,1,2,24.6,33,19.9995,29,136,165,05-08-2020 22:00
Sybil Hill Road (Entrance to St Annes Park),TRUE,38,36,2,53.37237867,-6.194035777,0,1,1,2,22.96,37,19.0012,20,131,151,05-08-2020 23:00
Sybil Hill Road (Entrance to St Annes Park),TRUE,40,39,1,53.37237867,-6.194035777,0,0,2,2,9.02,100,26.0027,0,10,10,06-08-2020 00:00
Arran Quay,FALSE,31,7,24,53.34591638,-6.27587837,0,0,2,2,9.02,100,27.9993,0,9,9,06-08-2020 01:00
Ovova Road (Outside City Building Supply),FALSE,35,35,0,53.333725,-6.269798,0,1,3,2,8.2,100,22.0028,0,4,4,06-08-2020 02:00
"The Ivy, Molesworth Street (Jct with Dawson St)",TRUE,40,40,0,53.341311,-6.257962,0,1,3,2,8.2,100,22.0028,0,2,2,06-08-2020 03:00
Imaal Road,FALSE,30,13,17,53.361605,-6.28613,0,1,1,2,8.2,80,39.0007,0,1,1,06-08-2020 04:00
"Hockey Club, Old Finglas Road",FALSE,30,30,0,53.37729,-6.275765,0,1,1,2,8.2,80,35.0008,1,0,1,06-08-2020 05:00
James Larkin Road (Clontarf),FALSE,24,22,2,53.371418,-6.166817,0,1,1,2,8.2,75,23.9994,0,1,1,06-08-2020 06:00
St Stephens Green South,FALSE,40,17,23,53.336841,-6.259403,0,1,1,2,8.2,75,26.0027,3,31,34,06-08-2020 07:00
Killester Ave (Jct with Killester Park),FALSE,36,36,0,53.3759,-6.209,0,1,1,2,8.2,75,27.9993,3,88,91,06-08-2020 08:00
Killester Ave (Jct with Killester Park),FALSE,40,40,0,53.375602,-6.209501,0,1,1,2,8.2,75,26.0027,11,200,211,06-08-2020 09:00
Dorset Street Upper (Outside Gala),FALSE,40,30,10,53.355902,-6.265499,0,1,1,2,9.02,64,31.0009,5,129,134,06-08-2020 10:00
Coolock Drive (Jct with Oscar Traynor Rd),TRUE,40,15,25,53.392112,-6.205152,0,1,1,2,9.84,60,19.9995,15,43,58,06-08-2020 11:00
Elmfield Rise (Outside Spar),TRUE,25,14,11,53.400056,-6.171093,0,1,1,2,10.66,48,30.0026,19,41,60,06-08-2020 12:00
Carlingford Road (Opposite Andersons Creperie),FALSE,29,25,4,53.366278,-6.256676,0,1,1,2,12.3,42,27.9993,28,68,96,06-08-2020 13:00
Swords Road (The Viscount),FALSE,30,20,10,53.38089,-6.245648,0,1,1,2,13.12,36,26.0027,16,54,70,06-08-2020 14:00
William Street North (Outside Lowrys),FALSE,20,11,9,53.35750389,-6.248031086,0,1,1,2,13.12,36,27.9993,21,56,77,06-08-2020 15:00
North Wall Ave (Madden Property Consultants),FALSE,40,37,3,53.349409,-6.229783,0,1,1,2,13.94,31,26.0027,32,64,96,06-08-2020 16:00
Kilmainham Lane (Opposite La Dolce Vita),FALSE,30,28,2,53.341904,-6.307589,0,1,1,2,13.94,31,23.9994,26,96,122,06-08-2020 17:00
Harolds Cross Road (Greyhound Stadium),TRUE,29,23,6,53.3240331,-6.278548121,0,1,1,2,13.94,29,23.9994,27,206,233,06-08-2020 18:00
Nelson Street (Centre for Nurse Ed),FALSE,30,4,21,53.358146,-6.267227,0,1,1,2,13.12,31,15.0013,19,214,233,06-08-2020 19:00
Innisfallen Parade (Jct Dorset St Lower),FALSE,40,36,4,53.36073337,-6.26076081,0,1,1,2,12.3,33,15.0013,11,134,145,06-08-2020 20:00
Arnott Street (Jct with Heytesbury St),FALSE,40,25,15,53.335579,-6.268985,0,1,1,2,12.3,33,11.0014,5,87,92,06-08-2020 21:00
Terenure Road North (Terenure Laundrette),FALSE,40,36,4,53.31449,-6.282547,0,1,1,2,11.48,38,15.0013,1,53,54,06-08-2020 22:00
Eamoon Ceannt Park (Clogher Rd/Rutland Rd) Sundrive Pavillion,TRUE,40,29,11,53.325842,-6.289827,0,1,1,2,10.66,48,11.0014,1,34,35,06-08-2020 23:00
"McHughs, Malahide Road",FALSE,30,25,5,53.381154,-6.208471,0,0,1,2,5.74,63,8.9981,1,22,23,07-08-2020 00:00
"Kestral, Cromwellsfort Road",TRUE,30,24,6,53.317304,-6.332645,0,0,1,2,6.56,64,8.9981,2,31,33,07-08-2020 01:00
"Spar, Donnybrook Road",FALSE,40,38,2,53.321338,-6.234825,0,0,1,2,7.38,59,11.0014,2,57,59,07-08-2020 02:00
Talbot Place,FALSE,30,1,29,53.350851,-6.25142,0,0,1,2,8.2,55,15.0013,18,54,72,07-08-2020 03:00
Simmonscourt Road,TRUE,40,37,3,53.325628,-6.226857,0,0,1,2,9.84,48,15.0013,15,74,89,07-08-2020 04:00
"Lios na nOg, Oakley Road",FALSE,30,18,12,53.321919,-6.25632,0,0,1,2,11.48,38,19.9995,21,80,101,07-08-2020 05:00
"Aughrim Street Sports Hall, Aughrim Street",TRUE,38,2,36,53.354861,-6.29025,0,0,1,2,12.3,39,19.0012,26,92,118,07-08-2020 06:00
Manor Street,FALSE,30,1,29,53.353064,-6.285122,0,0,2,2,13.12,36,12.998,21,108,129,07-08-2020 07:00
Clareville Road,FALSE,40,37,3,53.319003,-6.281421,0,0,2,2,13.94,34,12.998,33,95,128,07-08-2020 08:00
Moyne Road,FALSE,30,30,0,53.321075,-6.255761,0,0,2,2,13.12,36,19.0012,29,54,83,07-08-2020 09:00
Mount Pleasant Square,FALSE,20,20,0,53.327007,-6.258448,0,0,2,2,12.3,45,16.9979,15,69,84,07-08-2020 10:00
"Finance Ireland, Pembroke Road",FALSE,30,6,24,53.331339,-6.23449,0,0,2,2,13.12,39,16.9979,14,60,74,07-08-2020 11:00
"Hume House, Pembroke Road",TRUE,40,39,1,53.331121,-6.2339,0,0,2,2,13.12,39,16.9979,6,35,41,07-08-2020 12:00
"The hardware Store, Dunville Avenue",FALSE,31,8,23,53.320952,-6.257226,0,0,2,2,13.12,39,15.0013,6,51,57,07-08-2020 13:00
"Seafield Road West, Clontarf",FALSE,35,33,2,53.364032,-6.199151,0,0,2,2,12.3,42,7.0015,0,26,26,07-08-2020 14:00
Richmond Street North,TRUE,40,40,0,53.35830128,-6.250524612,0,0,1,2,12.3,45,19.0012,5,39,44,07-08-2020 15:00
"Terenure College Swimming Pool, Fortfield Road",FALSE,30,12,18,53.302703,-6.297947,0,0,1,2,10.66,56,0,6,33,39,07-08-2020 16:00
Mount Eden Road,FALSE,30,30,0,53.321886,-6.239063,0,0,1,2,10.66,56,8.9981,4,19,23,07-08-2020 17:00
Old Mountpleasant 1,FALSE,24,20,4,53.326692,-6.258051,0,0,1,2,10.66,56,6.0032,3,13,16,07-08-2020 18:00
Old Mountpleasant 2,FALSE,40,31,9,53.32661,-6.257754,0,0,1,2,9.02,69,0,9,6,15,07-08-2020 19:00
"Main Street, Chapolizad",FALSE,36,36,0,53.349867,-6.34487,0,0,1,2,10.66,56,11.0014,0,1,1,07-08-2020 20:00
Prospect Square Installation,FALSE,40,38,2,53.369308,-6.271493,0,0,2,2,10.66,56,11.0014,1,1,2,07-08-2020 21:00
"Circle K, Merrion Road",FALSE,40,39,1,53.318298,-6.2108075,0,0,2,2,10.66,56,11.0014,0,1,1,07-08-2020 22:00
"Aparto, Dorset St Upper",TRUE,40,6,34,53.355012,-6.266235,0,0,2,2,9.84,56,19.9995,0,3,3,07-08-2020 23:00
Arran Quay,FALSE,30,0,0,53.34591638,-6.27587837,0,1,1,2,21.32,55,19.0012,9,81,90,08-08-2020 00:00
Ovova Road (Outside City Building Supply),TRUE,16,8,8,53.333725,-6.269798,0,1,1,2,20.5,59,16.9979,11,35,46,08-08-2020 01:00
"The Ivy, Molesworth Street (Jct with Dawson St)",FALSE,25,11,14,53.341311,-6.257962,0,1,1,2,20.5,55,15.0013,2,23,25,08-08-2020 02:00
Imaal Road,FALSE,20,6,14,53.361605,-6.28613,0,1,1,2,18.86,63,15.0013,5,2,7,08-08-2020 03:00
"Hockey Club, Old Finglas Road",TRUE,40,29,11,53.37729,-6.275765,0,1,1,2,18.86,67,19.0012,8,5,13,08-08-2020 04:00
James Larkin Road (Clontarf),FALSE,29,3,26,53.371418,-6.166817,0,1,1,2,19.68,63,15.0013,0,3,3,08-08-2020 05:00
St Stephens Green South,TRUE,35,18,17,53.336841,-6.259403,0,1,1,2,18.86,67,6.0032,1,4,5,08-08-2020 06:00
Killester Ave (Jct with Killester Park),TRUE,40,36,4,53.3759,-6.209,0,1,2,2,18.86,72,12.998,1,17,18,08-08-2020 07:00
Killester Ave (Jct with Killester Park),TRUE,23,9,14,53.375602,-6.209501,0,1,2,2,19.68,67,0,2,63,65,08-08-2020 08:00
Dorset Street Upper (Outside Gala),FALSE,30,16,14,53.355902,-6.265499,0,1,2,2,21.32,55,0,22,166,188,08-08-2020 09:00
Coolock Drive (Jct with Oscar Traynor Rd),TRUE,40,27,13,53.392112,-6.205152,0,1,2,2,20.5,68,8.9981,20,331,351,08-08-2020 10:00
Elmfield Rise (Outside Spar),FALSE,23,23,0,53.400056,-6.171093,0,1,3,2,21.32,63,6.0032,23,139,162,08-08-2020 11:00
Carlingford Road (Opposite Andersons Creperie),FALSE,40,28,12,53.366278,-6.256676,0,1,2,2,20.5,72,15.0013,15,60,75,08-08-2020 12:00
Swords Road (The Viscount),FALSE,20,15,5,53.38089,-6.245648,0,1,2,2,22.14,68,11.0014,19,53,72,08-08-2020 13:00
William Street North (Outside Lowrys),FALSE,20,13,7,53.35750389,-6.248031086,0,1,2,2,22.14,64,6.0032,19,84,103,08-08-2020 14:00
North Wall Ave (Madden Property Consultants),TRUE,21,5,16,53.349409,-6.229783,0,1,2,2,22.14,68,15.0013,26,103,129,08-08-2020 15:00
Kilmainham Lane (Opposite La Dolce Vita),TRUE,29,9,20,53.341904,-6.307589,0,1,2,2,22.14,64,12.998,19,88,107,08-08-2020 16:00
Harolds Cross Road (Greyhound Stadium),FALSE,40,29,11,53.3240331,-6.278548121,0,1,2,2,22.14,65,11.0014,44,83,127,08-08-2020 17:00
Nelson Street (Centre for Nurse Ed),FALSE,30,24,6,53.358146,-6.267227,0,1,1,2,22.96,52,19.9995,30,162,192,08-08-2020 18:00
Innisfallen Parade (Jct Dorset St Lower),TRUE,20,20,0,53.36073337,-6.26076081,0,1,1,2,22.96,60,7.0015,39,372,411,08-08-2020 19:00
Arnott Street (Jct with Heytesbury St),FALSE,40,24,16,53.335579,-6.268985,0,1,2,2,22.14,64,8.9981,44,377,421,08-08-2020 20:00
Terenure Road North (Terenure Laundrette),FALSE,40,30,10,53.31449,-6.282547,0,1,2,2,20.5,72,12.998,28,248,276,08-08-2020 21:00
Eamoon Ceannt Park (Clogher Rd/Rutland Rd) Sundrive Pavillion,FALSE,30,25,5,53.325842,-6.289827,0,1,2,2,20.5,72,15.0013,20,148,168,08-08-2020 22:00
Holyrood Park (Jct with Sandymount Ave),FALSE,30,18,12,53.32797593,-6.220836032,0,1,2,2,20.5,72,8.9981,8,114,122,08-08-2020 23:00
Holyrood Park (Jct with Sandymount Ave),FALSE,40,38,2,53.32797593,-6.220836032,0,1,1,2,11.48,48,0,0,22,22,09-08-2020 00:00
Tara Street (irish Times),TRUE,40,33,7,53.346316,-6.255063,0,1,1,2,10.66,48,6.0032,1,9,10,09-08-2020 01:00
Tara Street (irish Times),FALSE,30,0,30,53.34600478,-6.255049903,0,1,1,2,9.84,52,8.9981,0,4,4,09-08-2020 02:00
Maryfield Ave (Ardlea Inn),FALSE,30,1,29,53.386623,-6.211416,0,1,1,2,9.84,52,8.9981,1,0,1,09-08-2020 03:00
Coolock Drive (Mr Price),FALSE,40,35,5,53.393498,-6.203269,0,1,1,2,9.84,52,6.0032,5,2,7,09-08-2020 04:00
Mourne Road (Our Lady of Mercy Secondary School),FALSE,30,27,3,53.331016,-6.319627,0,1,1,2,9.02,64,0,0,2,2,09-08-2020 05:00
St Michaels Estate (opposite Community Sports Centre),FALSE,20,20,0,53.339315,-6.316478,0,1,1,2,8.2,69,7.0015,2,8,10,09-08-2020 06:00
Wellington Street (Delahuntys Bar),FALSE,20,12,8,53.35561866,-6.265913827,0,1,1,2,8.2,59,0,3,42,45,09-08-2020 07:00
Tyreconnell Road (Tesco),FALSE,30,6,24,53.338659,-6.322062,0,1,1,2,7.38,64,8.9981,9,119,128,09-08-2020 08:00
Rathmines Road Upper (Jct with Maxwell Lane),FALSE,22,0,22,53.315996,-6.26526,0,1,1,2,9.02,55,12.998,10,247,257,09-08-2020 09:00
Angelesea Raod (Brookfield Apartments),FALSE,38,26,12,53.322721,-6.230233,0,1,1,2,10.66,41,11.0014,11,140,151,09-08-2020 10:00
Dolphin Road (Crumlin),TRUE,40,23,17,53.333972,-6.301908,0,1,2,2,12.3,33,12.998,25,46,71,09-08-2020 11:00
Islandbridge,FALSE,27,17,10,53.34514,-6.308024,0,1,2,2,14.76,25,11.0014,26,52,78,09-08-2020 12:00
Manor Place (Manor Street Jct),FALSE,40,38,2,53.352257,-6.28415,0,1,2,2,14.76,23,0,29,70,99,09-08-2020 13:00
Drumcondra Rd Upper (Outside Insomnia),FALSE,30,27,3,53.368913,-6.254743,0,1,2,2,15.58,25,7.0015,25,73,98,09-08-2020 14:00
Drumcondra Rd Upper ( Home Farm FC),FALSE,40,39,1,53.376327,-6.250063,0,1,2,2,15.58,20,0,16,56,72,09-08-2020 15:00
Swords Road ( Holy Child Church @ railing),TRUE,30,25,5,53.384768,-6.243105,0,1,2,2,14.76,18,0,35,77,112,09-08-2020 16:00
Swords Road (Jct Collins Ave),FALSE,20,18,2,53.382077,-6.244497,0,1,1,2,15.58,27,11.0014,26,82,108,09-08-2020 17:00
Saint Annes Car Park,TRUE,40,0,40,53.373835,-6.175331,0,1,1,2,14.76,27,15.0013,39,209,248,09-08-2020 18:00
Frederick Street North,FALSE,40,6,34,53.355563,-6.2647773,0,1,1,2,13.94,27,12.998,21,214,235,09-08-2020 19:00
St Josephs Parade (National Training Center),FALSE,36,26,10,53.357288,-6.266006,0,1,1,2,13.94,31,7.0015,9,141,150,09-08-2020 20:00
"Greenlea Road, Terenure",TRUE,40,38,2,53.307368,-6.299807,0,1,1,2,13.12,39,6.0032,2,74,76,09-08-2020 21:00
Ellis Street,FALSE,40,0,40,53.347219,-6.283783,0,1,1,2,12.3,49,12.998,7,68,75,09-08-2020 22:00
"McHughs, Malahide Road",FALSE,20,4,16,53.381154,-6.208471,0,1,1,2,12.3,49,15.0013,11,44,55,09-08-2020 23:00
Emmet Road (McDowells Pub),TRUE,25,10,15,53.340166,-6.316787,0,0,1,2,9.02,55,19.0012,0,18,18,10-08-2020 00:00
Adelaide Road (Montague House),FALSE,29,29,0,53.332867,-6.26012,0,0,1,2,9.02,51,16.9979,3,29,32,10-08-2020 01:00
Malahide Road (Kilmore Rd Jct),FALSE,30,16,14,53.37982,-6.210781,0,0,1,2,9.02,51,19.0012,8,71,79,10-08-2020 02:00
Pembroke Street Lower (Californian Burrito Bar),FALSE,20,12,8,53.337525,-6.251547,0,0,1,2,9.84,44,16.9979,23,70,93,10-08-2020 03:00
Dermot O'Hurley Ave,FALSE,40,37,3,53.339931,-6.22746,0,0,1,2,9.84,41,19.0012,29,75,104,10-08-2020 04:00
Mount Street Crescent (Herbert St Jct),FALSE,30,29,1,53.336778,-6.244001,0,0,1,2,10.66,35,19.9995,23,95,118,10-08-2020 05:00
Walkinstown Green (Heritage Credit Union),TRUE,29,29,0,53.321183,-6.335011,0,0,1,2,11.48,36,16.9979,22,69,91,10-08-2020 06:00
Mespil Road (Opposite building 39),FALSE,30,2,23,53.332977,-6.249024,0,0,1,2,10.66,38,16.9979,35,78,113,10-08-2020 07:00
Kings Inn Street,FALSE,40,32,8,53.351541,-6.267718,0,0,1,2,9.84,38,15.0013,22,77,99,10-08-2020 08:00
Tyrconnell Street (Tyreconnel Road Jct),FALSE,40,22,18,53.337751,-6.323397,0,0,1,2,9.02,37,16.9979,23,82,105,10-08-2020 09:00
Dartmouth Road (Dartmouth Place Jct),FALSE,40,40,0,53.329331,-6.258119,0,0,1,2,8.2,40,11.0014,11,56,67,10-08-2020 10:00
Crawford Ave (Iona Road Jct),TRUE,40,36,4,53.365796,-6.262973,0,0,1,2,7.38,47,8.9981,14,47,61,10-08-2020 11:00
Cumberland Road (Fitzwilliam Place Jct),FALSE,40,34,6,53.333881,-6.251684,0,0,1,2,7.38,47,11.0014,7,50,57,10-08-2020 12:00
Adelaide Road (jct Hatch Lane),TRUE,40,33,7,53.332713,-6.257413,0,0,1,2,7.38,51,11.0014,6,22,28,10-08-2020 13:00
Slievenamon Road (Keeper Road Jct),FALSE,30,0,30,53.332099,-6.305912,0,0,2,2,8.2,49,8.9981,2,19,21,10-08-2020 14:00
Shelbourne Road (Starbucks),FALSE,30,1,29,53.331071,-6.231793,0,0,2,2,8.2,40,7.0015,0,18,18,10-08-2020 15:00
